#번호,설치목적구분,카메라대수,카메라화소수,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
29147,생활방범,1,200,0,,02-2670-4067,37.52195,126.88406,2022-11-22
29148,생활방범,1,200,0,,02-2670-4067,37.52076,126.88376,2022-11-22
29149,생활방범,1,200,0,,02-2670-4067,37.52078,126.88358,2022-11-22
29150,생활방범,1,200,0,,02-2670-4067,37.52074,126.88391,2022-11-22
29151,생활방범,1,200,0,,02-2670-4067,37.52063,126.88372,2022-11-22
29152,생활방범,1,200,0,,02-2670-4067,37.51287,126.90698,2022-11-22
29153,생활방범,1,200,0,,02-2670-4067,37.51278,126.90705,2022-11-22
29154,생활방범,1,200,0,,02-2670-4067,37.51375,126.90708,2022-11-22
29155,생활방범,1,200,0,,02-2670-4067,37.5138,126.907,2022-11-22
29156,생활방범,1,200,0,,02-2670-4067,37.51367,126.90701,2022-11-22
29157,생활방범,1,200,0,,02-2670-4067,37.51371,126.90715,2022-11-22
29158,생활방범,1,200,0,,02-2670-4067,37.51007,126.90394,2022-11-22
29159,생활방범,1,200,0,,02-2670-4067,37.51003,126.90378,2022-11-22
29160,생활방범,1,200,0,,02-2670-4067,37.49754,126.91631,2022-11-22
29161,생활방범,1,200,0,,02-2670-4067,37.49763,126.91629,2022-11-22
29162,생활방범,1,200,0,,02-2670-4067,37.49748,126.91634,2022-11-22
29163,생활방범,1,200,0,,02-2670-4067,37.49747,126.91619,2022-11-22
29164,생활방범,1,200,0,,02-2670-4067,37.49756,126.91605,2022-11-22
29165,생활방범,1,200,0,,02-2670-4067,37.49962,126.91167,2022-11-22
29166,생활방범,1,200,0,,02-2670-4067,37.49956,126.91168,2022-11-22
29167,생활방범,1,200,0,,02-2670-4067,37.49941,126.91161,2022-11-22
29168,생활방범,1,200,0,,02-2670-4067,37.49932,126.9111,2022-11-22
29169,생활방범,1,200,0,,02-2670-4067,37.49967,126.91167,2022-11-22
29170,생활방범,1,200,0,,02-2670-4067,37.49963,126.9116,2022-11-22
29171,생활방범,1,200,0,,02-2670-4067,37.49573,126.91045,2022-11-22
29172,생활방범,1,200,0,,02-2670-4067,37.49567,126.90936,2022-11-22
29173,생활방범,1,200,0,,02-2670-4067,37.49578,126.90952,2022-11-22
29174,생활방범,1,200,0,,02-2670-4067,37.49572,126.91036,2022-11-22
29175,생활방범,1,200,0,,02-2670-4067,37.49571,126.91052,2022-11-22
29176,생활방범,1,200,0,,02-2670-4067,37.49836,126.91506,2022-11-22
29177,생활방범,1,200,0,,02-2670-4067,37.50271,126.91127,2022-11-22
29178,생활방범,1,200,0,,02-2670-4067,37.50276,126.91119,2022-11-22
29179,생활방범,1,200,0,,02-2670-4067,37.50043,126.9198,2022-11-22
29180,생활방범,1,200,0,,02-2670-4067,37.50043,126.91969,2022-11-22
29181,생활방범,1,200,0,,02-2670-4067,37.50033,126.91975,2022-11-22
29182,생활방범,1,200,0,,02-2670-4067,37.5005,126.91983,2022-11-22
29183,생활방범,1,200,0,,02-2670-4067,37.50086,126.91951,2022-11-22
29184,생활방범,1,200,0,,02-2670-4067,37.50094,126.91961,2022-11-22
29185,생활방범,1,200,0,,02-2670-4067,37.50004,126.90916,2022-11-22
29186,생활방범,1,200,0,,02-2670-4067,37.50004,126.90925,2022-11-22
29187,생활방범,1,200,0,,02-2670-4067,37.50004,126.90907,2022-11-22
29188,생활방범,1,200,0,,02-2670-4067,37.4963,126.90887,2022-11-22
29189,생활방범,1,200,0,,02-2670-4067,37.49628,126.90878,2022-11-22
29190,생활방범,1,200,0,,02-2670-4067,37.49635,126.90897,2022-11-22
29191,생활방범,1,200,0,,02-2670-4067,37.49939,126.91854,2022-11-22
29192,생활방범,1,200,0,,02-2670-4067,37.4994,126.91842,2022-11-22
29193,생활방범,1,200,30,20-Dec,02-2116-4917,37.6209975,127.0743171,2022-08-28
29194,생활방범,1,200,30,20-Dec,02-2116-4917,37.6209975,127.0743171,2022-08-28
29195,생활방범,1,200,30,20-Dec,02-2116-4917,37.6209975,127.0743171,2022-08-28
29196,생활방범,1,200,30,20-Dec,02-2116-4917,37.6209975,127.0743171,2022-08-28
29197,생활방범,1,200,30,20-Dec,02-2116-4917,37.63943032,127.0694323,2022-08-28
29198,생활방범,1,200,30,20-Dec,02-2116-4917,37.63943032,127.0694323,2022-08-28
29199,생활방범,1,200,30,20-Dec,02-2116-4917,37.63943032,127.0694323,2022-08-28
29200,생활방범,1,200,30,20-May,02-2116-4917,37.6244926,127.076369,2022-08-28
29201,생활방범,1,200,30,20-May,02-2116-4917,37.6244926,127.076369,2022-08-28
29202,생활방범,1,200,30,20-May,02-2116-4917,37.6244926,127.076369,2022-08-28
29203,생활방범,1,200,30,20-May,02-2116-4917,37.6244926,127.076369,2022-08-28
29204,생활방범,1,200,30,20-May,02-2116-4917,37.62597471,127.0764463,2022-08-28
29205,생활방범,1,200,30,20-May,02-2116-4917,37.6257755,127.0765017,2022-08-28
29206,생활방범,1,200,30,20-May,02-2116-4917,37.62623621,127.0760434,2022-08-28
29207,생활방범,1,200,30,20-May,02-2116-4917,37.62372684,127.0773524,2022-08-28
29208,생활방범,1,200,30,20-May,02-2116-4917,37.62372684,127.0773524,2022-08-28
29209,어린이보호,1,200,30,10-Nov,02-2116-4917,37.6316598,127.067468,2022-08-28
29210,어린이보호,1,200,30,20-May,02-2116-4917,37.63717201,127.0651406,2022-08-28
29211,어린이보호,1,200,30,10-Nov,02-2116-4917,37.63717201,127.0651406,2022-08-28
29212,어린이보호,1,200,30,10-Nov,02-2116-4917,37.64322451,127.0637021,2022-08-28
29213,어린이보호,1,200,30,10-Nov,02-2116-4917,37.65736593,127.072447,2022-08-28
29214,어린이보호,1,200,30,10-Nov,02-2116-4917,37.65082841,127.0737378,2022-08-28
29215,어린이보호,1,200,30,20-Dec,02-2116-4917,37.62803635,127.0504476,2022-08-28
29216,어린이보호,1,200,30,20-Dec,02-2116-4917,37.62803635,127.0504476,2022-08-28
29217,어린이보호,1,200,30,10-Nov,02-2116-4917,37.62803635,127.0504476,2022-08-28
29218,어린이보호,1,200,30,10-Nov,02-2116-4917,37.65472453,127.0758977,2022-08-28
29219,어린이보호,1,200,30,10-Nov,02-2116-4917,37.62933228,127.0682602,2022-08-28
29220,어린이보호,1,200,30,20-Dec,02-2116-4917,37.64100507,127.0702846,2022-08-28
29221,어린이보호,1,200,30,20-Dec,02-2116-4917,37.64100507,127.0702846,2022-08-28
29222,어린이보호,1,200,30,20-Dec,02-2116-4917,37.64100507,127.0702846,2022-08-28
29223,생활방범,2,300,30,,02-2600-1885,37.553593,126.854387,2022-09-27
29224,생활방범,4,300,30,,02-2600-1885,37.551776,126.852119,2022-09-27
29225,생활방범,2,300,30,,02-2600-1885,37.535717,126.859697,2022-09-27
29226,생활방범,4,300,30,,02-2600-1885,37.534538,126.862901,2022-09-27
29227,생활방범,3,300,30,,02-2600-1885,37.532401,126.855353,2022-09-27
29228,생활방범,3,300,30,,02-2600-1885,37.5386,126.836207,2022-09-27
29229,생활방범,1,300,30,,02-2600-1885,37.535256,126.841127,2022-09-27
29230,생활방범,1,300,30,,02-2600-1885,37.536532,126.838654,2022-09-27
29231,생활방범,2,300,30,,02-2600-1885,37.530066,126.845091,2022-09-27
29232,생활방범,2,200,30,,02-2600-1885,37.565083,126.81567,2022-09-27
29233,생활방범,2,200,30,,02-2600-1885,37.56532,126.81476,2022-09-27
29234,생활방범,3,500,30,,02-2600-1885,37.573814,126.806854,2022-09-27
29235,생활방범,1,200,30,,02-2600-1885,37.57463,126.81334,2022-09-27
29236,생활방범,2,200,30,,02-2600-1885,37.56827,126.815315,2022-09-27
29237,생활방범,2,200,30,,02-2600-1885,37.553808,126.83287,2022-09-27
29238,생활방범,1,200,30,,02-2600-1885,37.548874,126.830345,2022-09-27
29239,생활방범,2,200,30,,02-2600-1885,37.549286,126.83405,2022-09-27
29240,생활방범,1,200,30,,02-2600-1885,37.54703,126.82243,2022-09-27
29241,생활방범,2,200,30,,02-2600-1885,37.553196,126.83433,2022-09-27
29242,생활방범,1,200,30,,02-2600-1885,37.551735,126.83046,2022-09-27
29243,생활방범,1,200,30,,02-2600-1885,37.54666,126.82414,2022-09-27
29244,생활방범,2,200,30,,02-2600-1885,37.55238,126.83302,2022-09-27
29245,생활방범,1,200,30,,02-2600-1885,37.55043,126.83311,2022-09-27
29246,생활방범,3,400,30,,02-2600-1885,37.551426,126.83406,2022-09-27
29247,생활방범,2,200,30,,02-2600-1885,37.55085,126.835014,2022-09-27
29248,생활방범,2,200,30,,02-2600-1885,37.551421,126.831833,2022-09-27
29249,생활방범,2,200,30,,02-2600-1885,37.55249,126.832054,2022-09-27
29250,생활방범,2,200,30,,02-2600-1885,37.55337,126.832565,2022-09-27
29251,생활방범,1,130,30,,02-2600-1885,37.57414,126.83785,2022-09-27
29252,생활방범,1,200,30,,02-2600-1885,37.573284,126.83807,2022-09-27
29253,생활방범,1,500,30,,02-2600-1885,37.57263,126.83835,2022-09-27
29254,생활방범,1,200,30,,02-2600-1885,37.57263,126.83835,2022-09-27
29255,생활방범,4,500,30,,02-2600-1885,37.57573,126.8366,2022-09-27
29256,생활방범,4,500,30,,02-2600-1885,37.572437,126.837135,2022-09-27
29257,생활방범,1,200,30,,02-2600-1885,37.558264,126.847452,2022-09-27
29258,생활방범,2,400,30,,02-2600-1885,37.558716,126.851685,2022-09-27
29259,생활방범,1,200,0,,02-2670-4067,37.49849,126.90269,2022-11-22
29260,생활방범,1,200,0,,02-2670-4067,37.49846,126.90278,2022-11-22
29261,생활방범,1,200,0,,02-2670-4067,37.49767,126.90354,2022-11-22
29262,생활방범,1,200,0,,02-2670-4067,37.49763,126.90361,2022-11-22
29263,생활방범,1,200,0,,02-2670-4067,37.49764,126.90348,2022-11-22
29264,어린이보호,1,200,0,,02-2670-4067,37.52418,126.90461,2022-11-22
29265,어린이보호,1,200,0,,02-2670-4067,37.52417,126.90473,2022-11-22
29266,어린이보호,1,200,0,,02-2670-4067,37.52427,126.90463,2022-11-22
29267,어린이보호,1,200,0,,02-2670-4067,37.52421,126.90449,2022-11-22
29268,어린이보호,1,200,0,,02-2670-4067,37.52464,126.90494,2022-11-22
29269,어린이보호,1,200,0,,02-2670-4067,37.52459,126.90493,2022-11-22
29270,어린이보호,1,200,0,,02-2670-4067,37.5232,126.90197,2022-11-22
29271,어린이보호,1,200,0,,02-2670-4067,37.52312,126.90177,2022-11-22
29272,어린이보호,1,200,0,,02-2670-4067,37.52334,126.90185,2022-11-22
29273,교통단속,1,200,0,,02-2670-4067,37.52587,126.90426,2022-11-22
29274,교통단속,1,200,0,,02-2670-4067,37.52589,126.90417,2022-11-22
29275,생활방범,2,300,30,,02-2600-1885,37.546346,126.860183,2022-09-27
29276,생활방범,2,300,30,,02-2600-1885,37.550174,126.844802,2022-09-27
29277,교통단속,1,200,30,,02-2600-1885,37.547391,126.833166,2022-09-27
29278,교통단속,1,200,30,,02-2600-1885,37.558096,126.857827,2022-09-27
29279,교통단속,1,200,30,,02-2600-1885,37.554732,126.836192,2022-09-27
29280,교통단속,1,200,30,,02-2600-1885,37.541848,126.844428,2022-09-27
29281,교통단속,1,200,30,,02-2600-1885,37.574487,126.83691,2022-09-27
29282,교통단속,1,200,30,,02-2600-1885,37.549744,126.876903,2022-09-27
29283,교통단속,1,200,30,,02-2600-1885,37.567928,126.809227,2022-09-27
29284,생활방범,2,300,30,,02-2600-1885,37.557387,126.843829,2022-09-27
29285,생활방범,1,200,30,,02-2600-1885,37.545825,126.853064,2022-09-27
29286,생활방범,1,200,30,,02-2600-1885,37.53391,126.851586,2022-09-27
29287,생활방범,3,300,30,,02-2600-1885,37.533551,126.853796,2022-09-27
29288,생활방범,1,200,30,,02-2600-1885,37.533477,126.856043,2022-09-27
29289,생활방범,1,200,30,,02-2600-1885,37.541124,126.834583,2022-09-27
29290,생활방범,1,200,30,,02-2600-1885,37.554308,126.865218,2022-09-27
29291,생활방범,2,500,30,,02-2600-1885,37.561211,126.859665,2022-09-27
29292,생활방범,2,400,30,,02-2600-1885,37.557851,126.809229,2022-09-27
29293,생활방범,3,500,30,,02-2600-1885,37.565904,126.810746,2022-09-27
29294,생활방범,2,300,30,,02-2600-1885,37.547875,126.850095,2022-09-27
29295,생활방범,1,200,30,,02-2600-1885,37.546797,126.844164,2022-09-27
29296,생활방범,2,500,30,,02-2600-1885,37.538633,126.841788,2022-09-27
29297,생활방범,4,500,30,,02-2600-1885,37.540184,126.847057,2022-09-27
29298,생활방범,1,200,30,,02-2600-1885,37.572647,126.84272,2022-09-27
29299,생활방범,1,200,30,,02-2600-1885,37.56932,126.84223,2022-09-27
29300,생활방범,2,200,30,,02-2600-1885,37.569275,126.84274,2022-09-27
29301,생활방범,2,200,30,,02-2600-1885,37.57115,126.840034,2022-09-27
29302,생활방범,2,200,30,,02-2600-1885,37.572,126.83961,2022-09-27
29303,차량방범,1,200,30,,02-2600-1885,37.53745,126.83912,2022-09-27
29304,차량방범,1,200,30,,02-2600-1885,37.541805,126.84432,2022-09-27
29305,차량방범,1,200,30,,02-2600-1885,37.55115,126.84977,2022-09-27
29306,차량방범,1,200,30,,02-2600-1885,37.553146,126.84872,2022-09-27
29307,교통단속,1,200,30,,02-2600-1885,37.563354,126.810502,2022-09-27
29308,교통단속,1,200,30,,02-2600-1885,37.569626,126.825357,2022-09-27
29309,교통단속,1,200,30,,02-2600-1885,37.55336,126.830264,2022-09-27
29310,교통단속,1,200,30,,02-2600-1885,37.553663,126.863615,2022-09-27
29311,생활방범,2,500,30,,02-2600-1885,37.562132,126.863623,2022-09-27
29312,생활방범,2,500,30,,02-2600-1885,37.559243,126.861631,2022-09-27
29313,생활방범,3,500,30,,02-2600-1885,37.562486,126.858317,2022-09-27
29314,생활방범,3,500,30,,02-2600-1885,37.56339,126.861274,2022-09-27
29315,생활방범,2,500,30,,02-2600-1885,37.567774,126.841458,2022-09-27
29316,교통단속,1,200,30,,02-2600-1885,37.533356,126.85184,2022-09-27
29317,교통단속,1,200,30,,02-2600-1885,37.571374,126.822048,2022-09-27
29318,생활방범,2,200,30,,02-2600-1885,37.580908,126.803935,2022-09-27
29319,생활방범,5,200,30,,02-2600-1885,37.557856,126.83884,2022-09-27
29320,생활방범,3,200,30,,02-2600-1885,37.537643,126.844016,2022-09-27
29321,생활방범,1,400,30,,02-2600-1885,37.584378,126.800533,2022-09-27
29322,생활방범,3,500,30,,02-2600-1885,37.585173,126.79879,2022-09-27
29323,생활방범,3,500,30,,02-2600-1885,37.585778,126.799138,2022-09-27
29324,생활방범,2,500,30,,02-2600-1885,37.58638,126.799806,2022-09-27
29325,생활방범,3,500,30,,02-2600-1885,37.586022,126.799951,2022-09-27
29326,생활방범,4,400,30,,02-2600-1885,37.557868,126.848939,2022-09-27
29327,생활방범,2,400,30,,02-2600-1885,37.560535,126.860425,2022-09-27
29328,생활방범,3,400,30,,02-2600-1885,37.568834,126.85178,2022-09-27
29329,생활방범,3,400,30,,02-2600-1885,37.568443,126.843001,2022-09-27
29330,생활방범,1,400,30,,02-2600-1885,37.553501,126.839275,2022-09-27
29331,생활방범,3,400,30,,02-2600-1885,37.546464,126.8471,2022-09-27
29332,생활방범,2,400,30,,02-2600-1885,37.547039,126.849212,2022-09-27
29333,생활방범,1,400,30,,02-2600-1885,37.544642,126.845514,2022-09-27
29334,생활방범,1,400,30,,02-2600-1885,37.539321,126.842592,2022-09-27
29335,생활방범,2,400,30,,02-2600-1885,37.545088,126.833822,2022-09-27
29336,생활방범,2,400,30,,02-2600-1885,37.539321,126.850286,2022-09-27
29337,생활방범,2,500,30,,02-2600-1885,37.539052,126.84155,2022-09-27
29338,생활방범,4,400,30,,02-2600-1885,37.533557,126.847009,2022-09-27
29339,생활방범,2,400,30,,02-2600-1885,37.53833,126.850439,2022-09-27
29340,생활방범,1,400,30,,02-2600-1885,37.536106,126.846774,2022-09-27
29341,생활방범,2,400,30,,02-2600-1885,37.536515,126.845659,2022-09-27
29342,생활방범,1,400,30,,02-2600-1885,37.532828,126.849318,2022-09-27
29343,생활방범,2,400,30,,02-2600-1885,37.553472,126.854794,2022-09-27
29344,생활방범,3,400,30,,02-2600-1885,37.549926,126.852413,2022-09-27
29345,생활방범,1,400,30,,02-2600-1885,37.553262,126.855209,2022-09-27
29346,생활방범,2,400,30,,02-2600-1885,37.554388,126.850051,2022-09-27
29347,생활방범,2,400,30,,02-2600-1885,37.550927,126.852232,2022-09-27
29348,생활방범,3,400,30,,02-2600-1885,37.548801,126.854002,2022-09-27
29349,생활방범,2,400,30,,02-2600-1885,37.55132,126.850788,2022-09-27
29350,생활방범,1,400,30,,02-2600-1885,37.548156,126.851911,2022-09-27
29351,생활방범,5,400,30,,02-2600-1885,37.537824,126.860039,2022-09-27
29352,생활방범,1,200,0,,02-2670-4067,37.52443,126.8851,2022-11-22
29353,생활방범,1,200,0,,02-2670-4067,37.52431,126.8851,2022-11-22
29354,생활방범,1,200,0,,02-2670-4067,37.52432,126.88506,2022-11-22
29355,생활방범,1,200,0,,02-2670-4067,37.52281,126.91266,2022-11-22
29356,생활방범,1,200,0,,02-2670-4067,37.52254,126.91207,2022-11-22
29357,생활방범,1,200,0,,02-2670-4067,37.51526,126.90523,2022-11-22
29358,생활방범,1,200,0,,02-2670-4067,37.51521,126.90527,2022-11-22
29359,생활방범,1,200,0,,02-2670-4067,37.51523,126.9051,2022-11-22
29360,생활방범,1,200,0,,02-2670-4067,37.52106,126.90425,2022-11-22
29361,생활방범,1,200,0,,02-2670-4067,37.52106,126.90445,2022-11-22
29362,생활방범,1,200,0,,02-2670-4067,37.52122,126.90428,2022-11-22
29363,생활방범,1,200,0,,02-2670-4067,37.52109,126.90408,2022-11-22
29364,생활방범,1,200,0,,02-2670-4067,37.5215,126.90423,2022-11-22
29365,생활방범,1,200,0,,02-2670-4067,37.52154,126.90432,2022-11-22
29366,생활방범,1,200,0,,02-2670-4067,37.52143,126.9043,2022-11-22
29367,생활방범,1,200,0,,02-2670-4067,37.52029,126.91033,2022-11-22
29368,생활방범,1,200,0,,02-2670-4067,37.52021,126.91038,2022-11-22
29369,생활방범,1,200,0,,02-2670-4067,37.52037,126.91043,2022-11-22
29370,생활방범,1,200,0,,02-2670-4067,37.52037,126.91023,2022-11-22
29371,생활방범,1,200,0,,02-2670-4067,37.52513,126.90473,2022-11-22
29372,생활방범,1,200,0,,02-2670-4067,37.52513,126.90483,2022-11-22
29373,생활방범,1,200,0,,02-2670-4067,37.52505,126.90471,2022-11-22
29374,생활방범,1,200,0,,02-2670-4067,37.52515,126.90463,2022-11-22
29375,생활방범,1,200,0,,02-2670-4067,37.52495,126.90443,2022-11-22
29376,생활방범,1,200,0,,02-2670-4067,37.52491,126.90435,2022-11-22
29377,생활방범,1,200,0,,02-2670-4067,37.52488,126.90441,2022-11-22
29378,생활방범,1,200,0,,02-2670-4067,37.52151,126.91276,2022-11-22
29379,생활방범,1,200,0,,02-2670-4067,37.52145,126.91266,2022-11-22
29380,생활방범,1,200,0,,02-2670-4067,37.52161,126.91269,2022-11-22
29381,생활방범,1,200,0,,02-2670-4067,37.52144,126.91279,2022-11-22
29382,생활방범,1,200,0,,02-2670-4067,37.52131,126.90264,2022-11-22
29383,생활방범,1,200,0,,02-2670-4067,37.52132,126.90254,2022-11-22
29384,생활방범,1,200,0,,02-2670-4067,37.52139,126.90266,2022-11-22
29385,생활방범,1,200,0,,02-2670-4067,37.5213,126.90273,2022-11-22
29386,생활방범,1,200,0,,02-2670-4067,37.5262,126.90592,2022-11-22
29387,생활방범,1,200,0,,02-2670-4067,37.52619,126.90585,2022-11-22
29388,생활방범,1,200,0,,02-2670-4067,37.52612,126.90597,2022-11-22
29389,생활방범,1,200,0,,02-2670-4067,37.52622,126.90597,2022-11-22
29390,생활방범,1,200,0,,02-2670-4067,37.52589,126.9063,2022-11-22
29391,생활방범,1,200,0,,02-2670-4067,37.51806,126.90968,2022-11-22
29392,생활방범,1,200,0,,02-2670-4067,37.49939,126.91863,2022-11-22
29393,생활방범,1,200,0,,02-2670-4067,37.50045,126.91038,2022-11-22
29394,생활방범,1,200,0,,02-2670-4067,37.50053,126.91043,2022-11-22
29395,생활방범,1,200,0,,02-2670-4067,37.49842,126.91685,2022-11-22
29396,생활방범,1,200,0,,02-2670-4067,37.53275,126.89346,2022-11-22
29397,생활방범,1,200,0,,02-2670-4067,37.53616,126.89613,2022-11-22
29398,생활방범,1,200,0,,02-2670-4067,37.53623,126.89602,2022-11-22
29399,생활방범,1,200,0,,02-2670-4067,37.53608,126.89632,2022-11-22
29400,생활방범,1,200,0,,02-2670-4067,37.53807,126.89229,2022-11-22
29401,생활방범,1,200,0,,02-2670-4067,37.53798,126.8922,2022-11-22
29402,생활방범,1,200,0,,02-2670-4067,37.53816,126.89215,2022-11-22
29403,생활방범,1,200,0,,02-2670-4067,37.53819,126.89238,2022-11-22
29404,생활방범,1,200,0,,02-2670-4067,37.53808,126.89762,2022-11-22
29405,생활방범,1,200,0,,02-2670-4067,37.53803,126.89771,2022-11-22
29406,생활방범,1,200,0,,02-2670-4067,37.53802,126.89757,2022-11-22
29407,생활방범,1,200,0,,02-2670-4067,37.53813,126.89753,2022-11-22
29408,생활방범,1,200,0,,02-2670-4067,37.53646,126.89794,2022-11-22
29409,생활방범,1,200,0,,02-2670-4067,37.5363,126.89792,2022-11-22
29410,생활방범,1,200,0,,02-2670-4067,37.5365,126.89783,2022-11-22
29411,생활방범,1,200,0,,02-2670-4067,37.5374,126.89707,2022-11-22
29412,생활방범,1,200,0,,02-2670-4067,37.53733,126.89717,2022-11-22
29413,생활방범,1,200,0,,02-2670-4067,37.53745,126.89711,2022-11-22
29414,생활방범,1,200,0,,02-2670-4067,37.53744,126.89698,2022-11-22
29415,생활방범,1,200,0,,02-2670-4067,37.53769,126.89745,2022-11-22
29416,생활방범,1,200,0,,02-2670-4067,37.54046,126.89594,2022-11-22
29417,생활방범,1,200,0,,02-2670-4067,37.54018,126.89539,2022-11-22
29418,생활방범,1,200,0,,02-2670-4067,37.54014,126.89547,2022-11-22
